temperature,vibration,pressure,runtime_hours,failure
82.45071229516849,0.36496434500512365,82.73012790070132,1682.2517590875507,0
72.92603548243223,0.47109626585689646,99.37593022121833,1056.0412929397583,0
84.71532807151038,0.34151601580000773,100.36033744088893,1565.9102535181758,0
97.84544784612038,0.43840769407219193,109.45260691686812,894.2053425389968,1
71.48769937914996,0.12127706660924287,72.66283273438347,4509.580539189414,0
71.4879456457623,0.5426587414745877,111.85134547694662,1985.9344315856442,0
98.68819223261087,0.5002410950724449,45.9121673679445,1226.3965248718366,1
86.51152093729362,0.33658227378636185,87.40230895272379,2242.0392050796645,0
67.95788421097572,0.631849133686481,90.23452315096911,1602.6808340324778,0
83.13840065378947,0.6875140275253117,112.66653652142477,3722.0962690666297,0
68.04873460781306,0.17848802712620515,100.45261705353738,4856.099559427472,0
68.01405369644614,0.3474550442867571,71.88873892287427,2190.168283488234,0
78.62943407349051,0.3461715300425403,80.3001374836597,4305.1669998612015,0
46.30079633013303,0.312019379778227,103.97360019094813,2829.3153677980977,0
49.12623251230451,0.6658949683863498,98.41865316270888,786.1783254711673,0
66.5656870613854,0.4612347722454393,88.41751780728507,3453.113710406708,0
59.80753319498364,0.44709703173787785,90.38332420976042,2567.1724856291007,0
79.71370998892911,0.0992275271186493,113.92335994318577,3253.032616260517,0
61.37963886718184,0.6270836060418453,89.6461485426157,4448.437062858325,0
53.81544447997062,0.2521483210293055,98.23817511941853,2202.1728532802304,0
96.98473153382331,0.5119865260532657,143.39873176161086,4505.888116086778,0
71.61335549270197,0.5554753875916383,71.52634726232154,3753.3450714082746,0
76.01292307031886,0.7721317191677302,62.96314536850683,2443.024629389924,0
53.62877720679815,0.23823592017617756,115.67179329597214,3016.110678289818,0
66.83425913212226,-0.10390243116416509,86.42713877411794,1627.9056625950573,0
76.66383884564799,0.536769908950739,93.6352494451476,4917.986498693871,0
57.73509633866546,0.8601022363021708,84.37687243737771,3336.75581525198,1
80.63547027518509,0.7477892705878875,94.80399718464975,219.23426248314948,0
65.99041965121792,0.5419318830549251,131.97076224192682,1633.1095287400437,0
70.62459375310085,0.40167276287359055,116.04256917236239,3116.5721687952873,1
65.97440081655904,0.661424519327462,117.24447023773953,281.666388996199,0
102.78417276763406,0.30529076005910627,71.67545888414709,119.42095659571383,0
74.79754162893099,0.5952715538712439,76.97692526894261,2250.1211976390127,0
59.13433606566149,0.6010940318333253,43.21842681029146,1663.45089846335,0
87.33817368154783,0.7120419814997759,83.81238357834492,2191.4930401658294,0
56.68734525043467,1.0519320077822156,119.13406372771317,1313.4665494000258,1
78.13295392507133,0.5784831934357534,110.33893031496741,823.5887347149046,0
45.60494814180336,0.39820727485850027,95.56973474095753,3445.7167849016882,0
55.07720926652354,0.49488513756160113,99.55399432563894,2572.8555813390026,0
77.95291853803685,0.14618481902217634,86.22228914849188,1000.7710562468342,0
86.07699869993115,0.3610573737821884,104.09517764803569,1597.9471312999915,0
77.57052421784955,0.4181435123773792,115.3175655896123,2959.0395383166297,0
